Region,Source,ZoneSubzone,SS_NoSpace,SiteSeriesName,Standard,StockingTarget,StockingMINpa,StockingMINp,StockingDelay,AssessmentEarliest,AssessmentLatest
LMH702016,LMH702016,ESSFwh3,ESSFwh3/104,Bl – Rhododendron – Bear-grass – Pipecleaner moss,1050263,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh3,ESSFwh3/110,Bl – Rhododendron – Oak fern,1050264,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh3,ESSFwh3/111,Se – Devil's club – Lady fern,1050265,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm2,ESSFwm2/102,BlPa – Huckleberry – Clad lichen,1050268,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFwm2,ESSFwm2/112,SeBl – Horsetail – Canby's lovage,1050273,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFwm2,ESSFwm2/101,Bl – Rhododendron – Azalea – Foamflower,1050267,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm2,ESSFwm2/103,Bl – Azalea – Rhododendron ,1050269,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFwm2,ESSFwm2/104,Bl – Rhododendron – Huckleberry – Heron's-bill moss,1050270,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFwm2,ESSFwm2/110,BlSe – Azalea – Oak fern,1050271,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm2,ESSFwm2/111,Bl – Arrow-leaved groundsel – Canby's lovage,1050272,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm3,ESSFwm3/102,Bl – Huckleberry – Bear-grass,1050275,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFwm3,ESSFwm3/112,SeBl – Horsetail – Canby's lovage,1050281,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFwm3,ESSFwm3/101,Bl – Rhododendron – Azalea – Foamflower,1050274,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm3,ESSFwm3/103,BlSe – Rhododendron – Bear-grass,1050276,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFwm3,ESSFwm3/104,Bl – Rhododendron – Huckleberry – Heron's-bill moss,1050277,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm3,ESSFwm3/105,BlSe – Bear-grass – Arnica,1050278,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm3,ESSFwm3/110,Bl – Rhododendron – Foamflower – Arnica,1050279,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm3,ESSFwm3/111,Bl – Arrow-leaved groundsel – Canby's lovage,1050280,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm4,ESSFwm4/102,BlPl – Low bilberry – Bear-grass,1050283,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFwm4,ESSFwm4/111,Bl – Arrow-leaved groundsel – Canby's lovage,1050286,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFwm4,ESSFwm4/101,Bl – Rhododendron – Azalea – Foamflower,1050282,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm4,ESSFwm4/103,Bl – Azalea – Low bilberry,1050284,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwm4,ESSFwm4/110,BlSe – Azalea – Oak fern,1050285,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwmw,ESSFwmw/102,BlLa – Heron's-bill moss,1050288,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFwmw,ESSFwmw/103,Bl(La) – Huckleberry – Grouseberry,1050289,1200,700,600,7,15,20
LMH702016,LMH702016,ICHdm,ICHdm/102,Fd – Snowberry – Oregon-grape,1050292,1000,500,400,7,12,15
LMH702016,LMH702016,ICHdm,ICHdm/112,SxwCw – Horsetail – Lady fern,1050296,1000,500,400,4,9,15
LMH702016,LMH702016,ICHdm,ICHdm/101,HwCw – Queen's cup – Pipecleaner moss,1050291,1200,700,600,4,9,15
LMH702016,LMH702016,ICHdm,ICHdm/103,Pl(Lw) – Pinegrass – Grouseberry,1050293,1200,700,600,7,12,15
LMH702016,LMH702016,ICHdm,ICHdm/110,CwHw – Oak fern,1050294,1200,700,600,4,9,15
LMH702016,LMH702016,ICHdm,ICHdm/111,CwHw – Devil's club – Lady fern,1050295,1200,700,600,4,9,15
LMH702016,LMH702016,ICHdw1,ICHdw1/102,FdPy – Pinegrass – Rock-moss,1050298,600,400,400,7,12,15
LMH702016,LMH702016,ICHdw1,ICHdw1/103,Fd(Py) – Douglas maple – Pinegrass,1050299,1000,500,400,7,12,15
LMH702016,LMH702016,ICHdw1,ICHdw1/112,CwHw – Horsetail – Lady fern,1050303,1000,500,400,4,9,15
LMH702016,LMH702016,ICHdw1,ICHdw1/113,CwSxw – Skunk cabbage,1050304,1000,500,400,4,9,15
LMH702016,LMH702016,ICHdw1,ICHdw1/101,CwFd – Prince's pine – Twinflower,1050297,1200,700,600,7,12,15
LMH702016,LMH702016,ICHdw1,ICHdw1/104,FdCw – Douglas maple – Prince's pine,1050300,1200,700,600,7,12,15
LMH702016,LMH702016,ICHdw1,ICHdw1/110,CwHw – Oak fern,1050301,1200,700,600,4,9,15
LMH702016,LMH702016,ICHdw1,ICHdw1/111,CwHw – Devil's club – Lady fern,1050302,1200,700,600,4,9,15
LMH702016,LMH702016,ICHdw4,ICHdw4/102,FdPl – Juniper – Kinnikinnick,1050306,600,400,400,7,12,15
LMH702016,LMH702016,ICHdw4,ICHdw4/103,Fd – Douglas maple – Pinegrass,1050307,1000,500,400,7,12,15
LMH702016,LMH702016,ICHdw4,ICHdw4/111,CwHw – Horsetail – Lady fern,1050310,1000,500,400,4,9,15
LMH702016,LMH702016,ICHdw4,ICHdw4/112,CwSxw – Skunk cabbage,1050311,1000,500,400,4,9,15
LMH702016,LMH702016,ICHdw4,ICHdw4/101,CwFd – Prince's pine – Twinflower,1050305,1200,700,600,7,12,15
LMH702016,LMH702016,ICHdw4,ICHdw4/104,FdCw – Douglas maple – Prince's pine,1050308,1200,700,600,7,12,15
LMH702016,LMH702016,ICHdw4,ICHdw4/110,CwHw – Devil's club – Lady fern,1050309,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw2,ICHmw2/102,Fd(Pl) – Falsebox – Pinegrass,1050313,1000,500,400,7,12,15
LMH702016,LMH702016,ICHmw2,ICHmw2/103,Fd – Douglas maple – Falsebox,1050314,1000,500,400,7,12,15
LMH702016,LMH702016,ICHmw2,ICHmw2/113,CwHw – Horsetail – Lady fern,1050331,1000,500,400,4,9,15
LMH702016,LMH702016,ICHmw2,ICHmw2/114,CwSxw – Skunk cabbage,1050322,1000,500,400,4,9,15
LMH702016,LMH702016,ICHmw2,ICHmw2/101,HwCw – Falsebox,1050312,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw2,ICHmw2/104,FdCw – Falsebox – Prince's pine,1050315,1200,700,600,7,12,15
LMH702016,LMH702016,ICHmw2,ICHmw2/110,CwHw – Oak fern,1050316,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw2,ICHmw2/111,CwHw – Devil's club – Lady fern,1050317,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw2,ICHmw2/112,Sxw(Hw) – Huckleberry – Oak fern,1050318,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw4,ICHmw4/102,FdPl – Juniper – Kinnikinnick,1050334,1000,500,400,7,12,15
LMH702016,LMH702016,ICHmw4,ICHmw4/103,Fd – Douglas maple – Falsebox,1050335,1000,500,400,7,12,15
LMH702016,LMH702016,ICHmw4,ICHmw4/114,SxwCw – Horsetail – Lady fern,1050358,1000,500,400,4,9,15
LMH702016,LMH702016,ICHmw4,ICHmw4/101,HwCw – Falsebox,1050333,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw4,ICHmw4/104,FdCw – Falsebox – Prince's pine,1050336,1200,700,600,7,12,15
LMH702016,LMH702016,ICHmw4,ICHmw4/110,CwHw – Oak fern,1050337,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw4,ICHmw4/111,Sxw(Hw) – Huckleberry – Oak fern,1050338,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw4,ICHmw4/112,CwHw – Devil's club – Lady fern,1050339,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw4,ICHmw4/113,SxwBl – Devil's club – Lady fern,1050357,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw5,ICHmw5/102,FdPl – Juniper – Kinnikinnick,1050360,1000,500,400,7,12,15
LMH702016,LMH702016,ICHmw5,ICHmw5/103,Fd – Douglas maple – Falsebox,1050361,1000,500,400,7,12,15
LMH702016,LMH702016,ICHmw5,ICHmw5/113,CwSxw – Skunk cabbage,1050366,1000,500,400,4,9,15
LMH702016,LMH702016,ICHmw5,ICHmw5/101,HwCw – Falsebox,1050359,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw5,ICHmw5/104,FdCw – Falsebox – Prince's pine,1050362,1200,700,600,7,12,15
LMH702016,LMH702016,ICHmw5,ICHmw5/110,CwHw – Oak fern,1050363,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw5,ICHmw5/111,CwHw – Devil's club – Lady fern,1050364,1200,700,600,4,9,15
LMH702016,LMH702016,ICHmw5,ICHmw5/112,Sxw(Hw) – Huckleberry – Oak fern,1050365,1200,700,600,4,9,15
LMH702016,LMH702016,ICHxw,ICHxw/102,FdPy – Oceanspray – Bluebunch wheatgrass,1050368,600,400,400,7,12,20
LMH702016,LMH702016,ICHxw,ICHxw/103,FdPy – Oregon-grape – Pinegrass,1050369,600,400,400,7,12,20
LMH702016,LMH702016,ICHxw,ICHxw/104,Fd(Py) – Douglas maple – Pinegrass,1050370,1000,500,400,7,12,20
LMH702016,LMH702016,ICHxw,ICHxw/112,CwHw – Horsetail – Lady fern,1050373,1000,500,400,4,9,20
LMH702016,LMH702016,ICHxw,ICHxw/113,CwSxw – Skunk cabbage,1050374,1000,500,400,4,9,15
LMH702016,LMH702016,ICHxw,ICHxw/101,CwFd – Hazelnut – Sarsaparilla,1050367,1200,700,600,7,12,20
LMH702016,LMH702016,ICHxw,ICHxw/110,CwHw – Foamflower,1050371,1200,700,600,7,12,20
LMH702016,LMH702016,ICHxw,ICHxw/111,CwHw – Oak fern,1050372,1200,700,600,4,9,20
LMH702016,LMH702016,ICHxwa,ICHxwa/102,FdPy – Oceanspray – Bluebunch wheatgrass,1050377,600,400,400,7,12,20
LMH702016,LMH702016,ICHxwa,ICHxwa/103,FdPy – Oregon-grape – Pinegrass,1050378,600,400,400,7,12,20
LMH702016,LMH702016,ICHxwa,ICHxwa/104,Fd(Py) – Douglas maple – Pinegrass,1050379,1000,500,400,7,12,20
LMH702016,LMH702016,ICHxwa,ICHxwa/112,CwHw – Horsetail – Lady fern,1050382,1000,500,400,4,9,20
LMH702016,LMH702016,ICHxwa,ICHxwa/113,CwSxw – Skunk cabbage,1050383,1000,500,400,4,9,15
LMH702016,LMH702016,ICHxwa,ICHxwa/101,CwFd – Hazelnut – Sarsaparilla,1050375,1200,700,600,7,12,20
LMH702016,LMH702016,ICHxwa,ICHxwa/110,CwHw – Foamflower,1050380,1200,700,600,7,12,20
LMH702016,LMH702016,ICHxwa,ICHxwa/111,CwHw – Oak fern,1050381,1200,700,600,4,9,20
Nelson,Nelson,ESSFdc1,ESSFdc1/02,PlSe - Pinegrass,83001,1000,500,400,7,15,20
Nelson,Nelson,ESSFdc1,ESSFdc1/03,Bl - Grouseberry - Cladonia,83002,1000,500,400,7,15,20
Nelson,Nelson,ESSFdc1,ESSFdc1/05,Bl - Trapper's tea,83004,1000,500,400,7,15,20
Nelson,Nelson,ESSFdc1,ESSFdc1/06,Bl - Horsetail - Glow moss,83005,1000,500,400,4,12,20
Nelson,Nelson,ESSFdc1,ESSFdc1/01,Bl - Rhododendron - Grouseberry,83000,1200,700,600,4,12,20
Nelson,Nelson,ESSFdc1,ESSFdc1/04,Bl - Rhododendron - Valerian,83003,1200,700,600,4,12,20
Nelson,Nelson,ESSFdk,ESSFdk/02,Fd - Douglas maple - Soopolallie,83007,1000,500,400,7,15,20
Nelson,Nelson,ESSFdk,ESSFdk/01,Bl - Azalea - Foamflower,83006,1200,700,600,7,15,20
Nelson,Nelson,ESSFdk,ESSFdk/03,Bl - Azalea - Grouseberry,83008,1200,700,600,7,15,20
Nelson,Nelson,ESSFdk,ESSFdk/04,Bl - Azalea - Soopolallie,83009,1200,700,600,7,15,20
Nelson,Nelson,ESSFdk,ESSFdk/05,Bl - Azalea - Step moss,83010,1200,700,600,4,12,20
Nelson,Nelson,ESSFdk,ESSFdk/06,Bl - Azalea - Horsetail,83011,1200,700,600,4,12,20
Nelson,Nelson,ESSFvc,ESSFvc/02,BlHm - Rhododendron - Leafy liverwort,83013,1000,500,400,7,15,20
Nelson,Nelson,ESSFvc,ESSFvc/03,BlHm - Rhododendron - Pipecleaner moss,83014,1000,500,400,7,15,20
Nelson,Nelson,ESSFvc,ESSFvc/05,BlHm - Horsetail,83016,1000,500,400,4,12,20
Nelson,Nelson,ESSFvc,ESSFvc/01,BlHm - Rhododendron - Oak fern,83012,1200,700,600,4,12,20
Nelson,Nelson,ESSFvc,ESSFvc/04,BlHm - Devil's club - Lady fern,83015,1200,700,600,4,12,20
Nelson,Nelson,ESSFwc1,ESSFwc1/02,Bl - Falsebox - Grouseberry,83018,1000,500,400,7,15,20
Nelson,Nelson,ESSFwc1,ESSFwc1/01,Bl - Rhododendron - Oak fern,83017,1200,700,600,4,12,20
Nelson,Nelson,ESSFwc1,ESSFwc1/03,Bl - Devil's club - Lady fern,83019,1200,700,600,4,12,20
Nelson,Nelson,ESSFwc1,ESSFwc1/04,Bl - Horsetail - Brachythecium,83020,1200,700,600,7,15,20
Nelson,Nelson,ESSFwc2,ESSFwc2/09,Pl - Dwarf blueberry - Sphagnum,83029,400,200,200,4,12,20
Nelson,Nelson,ESSFwc2,ESSFwc2/02,Pl - Huckleberry - Cladonia,83022,1000,500,400,7,15,20
Nelson,Nelson,ESSFwc2,ESSFwc2/03,Bl - Huckleberry - Arnica,83023,1000,500,400,7,15,20
Nelson,Nelson,ESSFwc2,ESSFwc2/08,Bl - Horsetail - Sphagnum,83028,1000,500,400,4,12,20
Nelson,Nelson,ESSFwc2,ESSFwc2/01,Bl - Azalea - Oak fern,83021,1200,700,600,4,12,20
Nelson,Nelson,ESSFwc2,ESSFwc2/04,Bl - Rhododendron - Heron's-bill,83024,1200,700,600,7,15,20
Nelson,Nelson,ESSFwc2,ESSFwc2/05,Bl - Azalea - Feathermoss,83025,1200,700,600,7,15,20
Nelson,Nelson,ESSFwc2,ESSFwc2/06,Bl - Valerian - Oak fern,83026,1200,700,600,4,12,20
Nelson,Nelson,ESSFwc2,ESSFwc2/07,Bl - Devil's club - Lady fern,83027,1200,700,600,4,12,20
Nelson,Nelson,ESSFwm,ESSFwm/01,Bl - Azalea - Arnica,83037,1200,700,600,4,12,20
Nelson,Nelson,ESSFwm,ESSFwm/02,Bl - Rhododendron - Azalea,83038,1200,700,600,7,15,20
Nelson,Nelson,ESSFwm,ESSFwm/03,BlHw - Rhododendron - Azalea,83039,1200,700,600,4,12,20
Nelson,Nelson,ESSFwm,ESSFwm/04,Bl - Azalea - Queen's cup,83040,1200,700,600,4,12,20
Nelson,Nelson,ICHdw,ICHdw/02,FdPy - Oregon grape - Parsley fern,83043,1000,500,400,7,12,15
Nelson,Nelson,ICHdw,ICHdw/00,"CwFd - Falsebox, sx-sm phase",83041,1200,700,600,7,12,15
Nelson,Nelson,ICHdw,ICHdw/01b,"CwFd - Falsebox, m-shg phase",83042,1200,700,600,7,12,15
Nelson,Nelson,ICHdw,ICHdw/03,CwHw - White pine - Devil's club,83044,1200,700,600,4,9,15
Nelson,Nelson,ICHdw,ICHdw/04,CwHw - Devil's club - Lady fern,83045,1200,700,600,4,9,15
Nelson,Nelson,ICHmk1,ICHmk1/02,Fd - Penstemon - Pinegrass,83047,600,400,400,7,12,15
Nelson,Nelson,ICHmk1,ICHmk1/03,FdPl - Pinegrass - Twinflower,83048,1000,500,400,7,12,15
Nelson,Nelson,ICHmk1,ICHmk1/07,Sxw - Horsetail,83052,1000,500,400,4,9,15
Nelson,Nelson,ICHmk1,ICHmk1/01,CwSxw - Falsebox,83046,1200,700,600,7,12,15
Nelson,Nelson,ICHmk1,ICHmk1/04,FdPl - Sitka alder - Pinegrass,83049,1200,700,600,7,12,15
Nelson,Nelson,ICHmk1,ICHmk1/05,SxwFd - Gooseberry - Sarsaparilla,83050,1200,700,600,4,9,15
Nelson,Nelson,ICHmk1,ICHmk1/06,Sxw - Oak fern,83051,1200,700,600,4,9,15
Nelson,Nelson,ICHmw1,ICHmw1/07,CwHw - Horsetail,83059,1000,500,400,4,9,15
Nelson,Nelson,ICHmw1,ICHmw1/01,HwCw - Falsebox - Feathermoss,83053,1200,700,600,4,9,15
Nelson,Nelson,ICHmw1,ICHmw1/02,Pl - Juniper - Twinflower,83054,1200,700,600,7,12,15
Nelson,Nelson,ICHmw1,ICHmw1/03,HwCw - Falsebox - Pipecleaner moss,83055,1200,700,600,7,12,15
Nelson,Nelson,ICHmw1,ICHmw1/04,CwFd - Soopolallie - Douglas maple,83056,1200,700,600,7,12,15
Nelson,Nelson,ICHmw1,ICHmw1/05,CwHw - Devil's club - Lady fern,83057,1200,700,600,4,9,15
Nelson,Nelson,ICHmw1,ICHmw1/06,CwHw - Oval-leaved blueberry - Oak fern,83058,1200,700,600,4,9,15
Nelson,Nelson,ICHmw3,ICHmw3/02,Fd - Juniper - Cladina,83069,1000,500,400,7,12,15
Nelson,Nelson,ICHmw3,ICHmw3/03,Fd - Pinegrass - Feathermoss,83070,1000,500,400,7,12,15
Nelson,Nelson,ICHmw3,ICHmw3/08,CwSxw - Skunk cabbage,83075,1000,500,400,4,9,15
Nelson,Nelson,ICHmw3,ICHmw3/01,HwCw - Falsebox - Feathermoss,83067,1200,700,600,4,9,15
Nelson,Nelson,ICHmw3,ICHmw3/01-YC,HwCw - Feathermoss,83068,1200,700,600,4,9,15
Nelson,Nelson,ICHmw3,ICHmw3/04,CwFd - Soopolallie - Twinflower,83071,1200,700,600,7,12,15
Nelson,Nelson,ICHmw3,ICHmw3/05,CwFd - Falsebox,83072,1200,700,600,7,12,15
Nelson,Nelson,ICHmw3,ICHmw3/06,CwHw - Oak fern,83073,1200,700,600,4,9,15
Nelson,Nelson,ICHmw3,ICHmw3/07,CwHw - Devil's club - Lady fern,83074,1200,700,600,4,9,15
Nelson,Nelson,ICHvk1,ICHvk1/05,CwSxw - Devil's club - Horsetail,83079,1000,500,400,4,9,15
Nelson,Nelson,ICHvk1,ICHvk1/06,CwSxw - Skunk cabbage,83080,1000,500,400,4,9,15
Nelson,Nelson,ICHvk1,ICHvk1/01,CwHw - Devil's club - Lady fern,83076,1200,700,600,4,9,15
Nelson,Nelson,ICHvk1,ICHvk1/03,HwCw - Falsebox - Feathermoss,83077,1200,700,600,4,9,15
Nelson,Nelson,ICHvk1,ICHvk1/04,CwHw - Oak fern - Spiny wood fern,83078,1200,700,600,4,9,15
Nelson,Nelson,ICHwk1,ICHwk1/06,CwSxw - Devil's club - Horsetail,83084,1000,500,400,4,9,15
Nelson,Nelson,ICHwk1,ICHwk1/07,CwSxw - Skunk cabbage,83085,1000,500,400,4,9,15
Nelson,Nelson,ICHwk1,ICHwk1/08,CwSxw - Skunk cabbage,83086,1000,500,400,4,9,15
Nelson,Nelson,ICHwk1,ICHwk1/01,CwHw - Oak fern,83081,1200,700,600,4,9,15
Nelson,Nelson,ICHwk1,ICHwk1/04,HwCw - Falsebox - Feathermoss,83082,1200,700,600,4,9,15
Nelson,Nelson,ICHwk1,ICHwk1/05,CwHw - Devil's club - Lady fern,83083,1200,700,600,4,9,15
Nelson,Nelson,ICHxw,ICHxw/01,CwFd - Mock-orange,83087,1200,700,600,7,12,15
Nelson,Nelson,IDFdm1,IDFdm1/03,FdPy - Bluebunch wheatgrass - Pinegrass,83094,600,400,400,7,12,15
Nelson,Nelson,IDFdm1,IDFdm1/01,FdPl - Pinegrass - Twinflower,83093,1000,500,400,7,12,15
Nelson,Nelson,IDFdm1,IDFdm1/04,Fd - Pinegrass - Kinnikinnick,83095,1000,500,400,7,12,15
Nelson,Nelson,IDFdm1,IDFdm1/07,Sxw - Horsetail,83098,1000,500,400,4,9,15
Nelson,Nelson,IDFdm1,IDFdm1/05,FdLw - Spruce - Pinegrass,83096,1200,700,600,7,12,15
Nelson,Nelson,IDFdm1,IDFdm1/06,SxwFd - Dogwood - Gooseberry,83097,1200,700,600,4,9,15
Nelson,Nelson,IDFdm2,IDFdm2/03,Fd - Snowberry - Balsamroot,83100,600,400,400,7,12,15
Nelson,Nelson,IDFdm2,IDFdm2/01,FdPl - Pinegrass - Twinflower,83099,1000,500,400,7,12,15
Nelson,Nelson,IDFdm2,IDFdm2/05,SxwAt - Sarsaparilla,83102,1000,500,400,7,12,15
Nelson,Nelson,IDFdm2,IDFdm2/07,Sxw - Horsetail,83103,1000,500,400,4,9,15
Nelson,Nelson,IDFdm2,IDFdm2/04,FdLw - Spruce - Pinegrass,83101,1200,700,600,7,12,15
Nelson,Nelson,IDFxh1,IDFxh1/02,FdPy - Bluebunch wheatgrass - Balsamroot,83105,400,200,200,7,12,15
Nelson,Nelson,IDFxh1,IDFxh1/03,FdPy - Bluebunch wheatgrass - Pinegrass,83106,600,400,400,7,12,15
Nelson,Nelson,IDFxh1,IDFxh1/04,FdPy - Snowbrush - Pinegrass,83107,600,400,400,7,12,15
Nelson,Nelson,IDFxh1,IDFxh1/05,FdPy - Pinegrass - Idaho fescue,83108,600,400,400,7,12,15
Nelson,Nelson,IDFxh1,IDFxh1/01,FdPy - Pinegrass,83104,1000,500,400,7,12,15
Nelson,Nelson,IDFxh1,IDFxh1/06,FdPy - Spirea - Feathermoss,83109,1000,500,400,7,12,15
Nelson,Nelson,IDFxh1,IDFxh1/07,FdPy - Snowberry - Spirea,83110,1000,500,400,7,12,15
Nelson,Nelson,IDFxh1,IDFxh1/08,SxwFd - Douglas maple - Dogwood,83111,1200,700,600,4,9,15
Nelson,Nelson,MSdk,MSdk/03,Pl - Juniper - Pinegrass,83113,1000,500,400,7,12,15
Nelson,Nelson,MSdk,MSdk/01,Sxw - Soopolallie - Grouseberry,83112,1200,700,600,7,12,15
Nelson,Nelson,MSdk,MSdk/04,Pl - Oregon-grape - Pinegrass,83114,1200,700,600,7,12,15
Nelson,Nelson,MSdk,MSdk/05,Sxw - Soopolallie - Snowberry,83115,1200,700,600,7,12,15
Nelson,Nelson,MSdk,MSdk/06,Sxw - Dogwood - Horsetail,83116,1200,700,600,4,9,15
Nelson,Nelson,MSdm1,MSdm1/02,Fd - Penstemon - Pinegrass,83118,600,400,400,7,12,15
Nelson,Nelson,MSdm1,MSdm1/03,Pl - Grouseberry - Cladonia,83119,1000,500,400,7,12,15
Nelson,Nelson,MSdm1,MSdm1/07,Sxw - Trapper's tea - Horsetail,83123,1000,500,400,4,9,15
Nelson,Nelson,MSdm1,MSdm1/01,Sxw - Falsebox - Feathermoss,83117,1200,700,600,7,12,15
Nelson,Nelson,MSdm1,MSdm1/04,Pl - Pinegrass - Kinnikinnick,83120,1200,700,600,7,12,15
Nelson,Nelson,MSdm1,MSdm1/05,Sxw - Trapper's tea - Grouseberry,83121,1200,700,600,4,9,15
Nelson,Nelson,MSdm1,MSdm1/06,Sxw - Gooseberry,83122,1200,700,600,4,9,15
Nelson,Nelson,MSdm1,MSdm1/08,Willow - Sedge,83124,1200,700,600,4,9,15
Nelson,Nelson,PPdh1,PPdh1/01,Py - Bluebunch wheatgrass - Junegrass,83125,600,400,400,7,12,15
Nelson,Nelson,PPdh1,PPdh1/04,FdPy - Ninebark,83126,600,400,400,7,12,15
Nelson,Nelson,PPdh1,PPdh1/05,PyAct - Snowberry - Kentucky bluegrass,83127,600,400,400,7,12,15
Nelson,Nelson,PPdh1,PPdh1/06,AtAct - Snowberry - Horsetail,999,600,400,400,7,12,15
Nelson,Nelson,PPdh2,PPdh2/01,Py - Bluebunch wheatgrass - Junegrass,83128,600,400,400,7,12,15
Nelson,Nelson,PPdh2,PPdh2/03,PyAt - Rose - Solomon's-seal,83129,1000,500,400,7,12,15
Pr George,Pr George,BWBSdk1,BWBSdk1/09,Sb - Horsetail - Sphagnum,81008,400,200,200,4,9,15
Pr George,Pr George,BWBSdk1,BWBSdk1/10,Sb - Labrador tea - Sphagnum,81009,400,200,200,4,9,15
Pr George,Pr George,BWBSdk1,BWBSdk1/11,Sw - Willow - Glow moss,81010,400,200,200,4,9,15
Pr George,Pr George,BWBSdk1,BWBSdk1/02,Pl - Lingonberry - Feathermoss,81001,1000,500,400,7,12,15
Pr George,Pr George,BWBSdk1,BWBSdk1/08,Sw - Currant - Horsetail,81007,1000,500,400,4,9,15
Pr George,Pr George,BWBSdk1,BWBSdk1/01,Sw - Knight's plume - Step moss,81000,1200,700,600,7,12,15
Pr George,Pr George,BWBSdk1,BWBSdk1/03,Sw - Wildrye - Feathermoss,81002,1200,700,600,7,12,15
Pr George,Pr George,BWBSdk1,BWBSdk1/04,Sb - Lingonberry - Knight's plume,81003,1200,700,600,7,12,15
Pr George,Pr George,BWBSdk1,BWBSdk1/05,SwPl - Soopolallie - Twinflower,81004,1200,700,600,7,12,15
Pr George,Pr George,BWBSdk1,BWBSdk1/06,Sw - Scouring-rush - Step moss,81005,1200,700,600,7,12,15
Pr George,Pr George,BWBSdk1,BWBSdk1/07,Sb - Lingonberry - Coltsfoot,81006,1200,700,600,7,12,15
Pr George,Pr George,BWBSdk2,BWBSdk2/07,Sb - Labrador tea - Sphagnum,81017,400,200,200,4,9,15
Pr George,Pr George,BWBSdk2,BWBSdk2/08,Lt - Glow moss,81018,400,200,200,4,9,15
Pr George,Pr George,BWBSdk2,BWBSdk2/02,Pl - Lingonberry - Cladonia,81012,1000,500,400,7,12,15
Pr George,Pr George,BWBSdk2,BWBSdk2/04,Sb - Labrador tea - Feathermoss,81014,1000,500,400,4,9,15
Pr George,Pr George,BWBSdk2,BWBSdk2/06,Sw - Currant - Horsetail,81016,1000,500,400,4,9,15
Pr George,Pr George,BWBSdk2,BWBSdk2/01,Sw - Knight's plume - Step moss,81011,1200,700,600,7,12,15
Pr George,Pr George,BWBSdk2,BWBSdk2/03,Sb - Lingonberry - Knight's plume,81013,1200,700,600,7,12,15
Pr George,Pr George,BWBSdk2,BWBSdk2/05,Sw - Wildrye - Toad-flax,81015,1200,700,600,7,12,15
Pr George,Pr George,BWBSmw1,BWBSmw1/08,Sb - Labrador tea - Sphagnum,81029,400,200,200,4,9,15
Pr George,Pr George,BWBSmw1,BWBSmw1/07,Sw - Currant - Horsetail,81028,1000,500,400,4,9,15
Pr George,Pr George,BWBSmw1,BWBSmw1/01,SwAt - Step moss,81019,1200,700,600,4,9,15
Pr George,Pr George,BWBSmw1,BWBSmw1/02,Pl - Lingonberry - Velvet-leaved blueberry,81023,1200,700,600,7,12,15
Pr George,Pr George,BWBSmw1,BWBSmw1/03,Sw - Wildrye - Peavine,81024,1200,700,600,7,12,15
Pr George,Pr George,BWBSmw1,BWBSmw1/04,Sb - Lingonberry - Coltsfoot,81025,1200,700,600,7,12,15
Pr George,Pr George,BWBSmw1,BWBSmw1/05,Sw - Currant - Oak fern,81026,1200,700,600,4,9,15
Pr George,Pr George,BWBSmw1,BWBSmw1/06,Sw - Currant - Bluebells,81027,1200,700,600,4,9,15
Pr George,Pr George,BWBSmw2,BWBSmw2/08,Sb - Cloudberry - Sphagnum,81041,400,200,200,4,9,15
Pr George,Pr George,BWBSmw2,BWBSmw2/09,Sb - Willow - Glow moss,81042,400,200,200,4,9,15
